id,name,cat_id,category,sub_cat_id,subcategory,four_letter,four_letter_total_voted,enneagram,enneagram_total_voted,socionics,socionics_total_voted,instinctual_variant,instinctual_variant_total_voted,tritype,tritype_total_voted,temperaments,temperaments_total_voted,attitudinal_psyche,attitudinal_psyche_total_voted,big_5_SLOAN,big_5_SLOAN_total_voted,classic_jungian,classic_jungian_total_voted,letter_1,letter_1_percentage,letter_2,letter_2_percentage,letter_3,letter_3_percentage,letter_4,letter_4_percentage
447316,Vanessa Araújo (Janela da Rua),15,Internet,3443,General Vloggers,INFP,5,7w8,3,,0,,0,,0,Sanguine-Melancholic,1,,0,,0,,0,I,1.0,N,0.8,F,1.0,P,0.8
448187,Natan Padilhex,15,Internet,3443,General Vloggers,ISFP,7,4w3,5,,0,so/sx,3,469,2,Melancholic-Sanguine,5,,0,,0,IF(S),1,I,1.0,S,0.86,F,0.86,P,1.0
449205,Shannon Leeman,15,Internet,3443,General Vloggers,ISFP,4,9w1,2,,0,sp/so,1,,0,,0,,0,,0,,0,I,1.0,S,0.5,F,1.0,P,0.75
453691,Tõe - Comédia Selvagem,15,Internet,3443,General Vloggers,ISTP,5,9w8,2,SLI,1,so/sp,1,963,2,Phlegmatic [Dominant],1,,0,RCUAN,1,,0,I,1.0,S,1.0,T,0.8,P,0.8
455100,DEO TOONS,15,Internet,3443,General Vloggers,ENTP,11,7w8,3,,0,sp/sx,1,793,2,Sanguine-Phlegmatic,1,,0,RCOAI,2,EN(T),1,E,0.91,N,1.0,T,0.73,P,1.0
455579,Emilia Danilevskaya,15,Internet,3443,General Vloggers,ISFJ,8,2w3,3,ESI,2,sx/so,2,369,2,Melancholic-Phlegmatic,3,,0,SCOEI,1,,0,I,0.75,S,0.88,F,0.88,J,0.88
457051,Engin Cengiz,15,Internet,3443,General Vloggers,ENTP,7,7w8,3,,0,sp/so,1,783,1,Choleric-Melancholic,1,FVLE,1,SLUEI,1,,0,E,1.0,N,1.0,T,1.0,P,1.0
458030,Dankar,15,Internet,3443,General Vloggers,ENFP,12,7w6,7,IEE,2,so/sx,4,729,4,Sanguine [Dominant],4,EVLF,3,SLUAI,3,EN(F),2,E,0.83,N,0.83,F,0.83,P,0.92
459144,Tsuki Uraya,15,Internet,3443,General Vloggers,ENFP,3,7w8,1,,0,,0,784,1,Sanguine [Dominant],2,,0,,0,EN(F),1,E,0.67,N,1.0,F,0.67,P,1.0
460358,Cynthiayaya,15,Internet,3443,General Vloggers,INFP,5,,0,,0,,0,,0,,0,,0,RCOEN,1,,0,I,0.8,N,0.4,F,0.6,P,0.6
463281,Super Sus,15,Internet,3443,General Vloggers,ENTP,8,7w8,6,ILE,1,so/sp,2,784,1,Sanguine-Phlegmatic,3,,0,SCUAI,1,,0,E,1.0,N,0.62,T,1.0,P,1.0
464287,Victor Bonnefoy ( Inthepanda),15,Internet,3443,General Vloggers,ENFP,4,4w3,3,,0,so/sx,1,478,1,Melancholic-Sanguine,1,,0,,0,,0,E,1.0,N,1.0,F,0.75,P,1.0
464508,Jack Gordon,15,Internet,3443,General Vloggers,ENTP,6,5w6,5,ILE,1,sp/so,3,793,1,Sanguine-Phlegmatic,1,LEFV,1,SCOAI,2,EN(T),1,E,0.67,N,1.0,T,1.0,P,0.67
465840,Aries Terrón,15,Internet,3443,General Vloggers,ESTJ,6,1w2,5,LSE,1,sp/sx,4,125,3,Choleric-Phlegmatic,4,,0,RCOEI,2,,0,E,1.0,S,1.0,T,1.0,J,1.0
465985,Bartek Kubicki,15,Internet,3443,General Vloggers,ENTP,14,7w6,5,,0,so/sp,1,739,2,Sanguine [Dominant],4,,0,SLOAI,1,EN(F),1,E,0.79,N,1.0,T,0.86,P,1.0
465989,Patryk Baran,15,Internet,3443,General Vloggers,ESTP,11,7w6,3,,0,,0,739,1,,0,,0,SCUAN,1,,0,E,0.91,S,0.91,T,0.73,P,0.91
471575,Inquistormaster (alex) the squad,15,Internet,3443,General Vloggers,ENFJ,5,2w3,3,,0,sp/sx,1,278,1,,0,,0,SLOAN,1,,0,E,0.6,N,1.0,F,1.0,J,0.6
472358,Sergio Moles (NexxuzHD),15,Internet,3443,General Vloggers,ENTJ,9,8w7,5,SLE,1,so/sx,3,378,3,Melancholic-Choleric,1,,0,RCOEI,1,,0,E,1.0,N,1.0,T,0.89,J,0.89
473546,Penn Holderness,15,Internet,3443,General Vloggers,ENFP,13,7w6,2,,0,sx/so,1,,0,Sanguine-Phlegmatic,1,,0,,0,,0,E,1.0,N,0.92,F,0.46,P,1.0
473675,Charlotte Lascuráin,15,Internet,3443,General Vloggers,ESFP,12,3w2,9,,0,so/sx,3,379,2,Sanguine [Dominant],3,FEVL,1,SLUEN,4,,0,E,1.0,S,0.83,F,1.0,P,1.0
473943,Rostislav Melnichuk (TheRudyGames),15,Internet,3443,General Vloggers,ENTP,5,7w6,5,,0,sx/sp,3,794,1,Sanguine [Dominant],5,FELV,1,,0,,0,E,1.0,N,1.0,T,1.0,P,1.0
474721,dilblin (дилблин),15,Internet,3443,General Vloggers,INFP,12,7w6,4,IEE,2,so/sp,3,794,4,Choleric-Sanguine,3,,0,SLUEN,1,,0,I,0.5,N,0.75,F,1.0,P,1.0
475484,Joona Leppälä (ZoneVD),15,Internet,3443,General Vloggers,ENFP,6,7w6,4,,0,sx/so,1,794,3,Sanguine [Dominant],3,,0,SLUAI,1,,0,E,1.0,N,1.0,F,1.0,P,1.0
480007,Nahim Sky,15,Internet,3443,General Vloggers,ENFJ,8,9w1,3,,0,so/sx,2,937,1,Phlegmatic [Dominant],3,,0,SCOAI,1,EF(N),2,E,1.0,N,0.88,F,0.88,J,0.88
483339,Maskey,15,Internet,3443,General Vloggers,ENTP,6,4w5,3,,0,sp/sx,1,487,1,Phlegmatic-Choleric,1,,0,RCUEI,1,,0,E,0.83,N,1.0,T,0.83,P,0.83
483735,Evgenia Grishechkina,15,Internet,3443,General Vloggers,ESFJ,5,2w1,3,,0,so/sx,2,216,1,Sanguine-Phlegmatic,3,,0,,0,,0,E,1.0,S,1.0,F,1.0,J,0.8
487885,Ludovic Save (Jiraya Le Cochon),15,Internet,3443,General Vloggers,ENTP,9,7w8,3,ILE,1,so/sp,1,731,1,Sanguine [Dominant],1,VLFE,1,SCUAI,1,EN(T),1,E,0.89,N,0.89,T,0.67,P,1.0
490068,"Danielle ""Dani"" Diz",15,Internet,3443,General Vloggers,ESFP,6,8w7,1,,0,so/sx,1,,0,Sanguine [Dominant],2,,0,,0,,0,E,0.83,S,1.0,F,1.0,P,0.67
490974,Expressions Oozing,15,Internet,3443,General Vloggers,ENTP,10,7w8,3,EIE,1,,0,,0,Sanguine [Dominant],1,,0,,0,,0,E,1.0,N,0.8,T,1.0,P,1.0
491553,N.MASTEROFF (Nikita Kadnikov),15,Internet,3443,General Vloggers,INTP,8,5w6,3,SEE,1,sp/so,1,514,1,Phlegmatic-Sanguine,1,LVFE,1,SCOAI,1,,0,I,1.0,N,1.0,T,0.88,P,0.88
493397,Freddy Gladieux,15,Internet,3443,General Vloggers,ENFP,8,7w6,2,ESE,1,so/sx,1,,0,,0,,0,,0,,0,E,1.0,N,0.88,F,0.75,P,1.0
495266,EmiOk,15,Internet,3443,General Vloggers,ENTP,11,9w8,4,,0,sx/so,2,974,1,Sanguine-Melancholic,1,,0,,0,,0,E,0.64,N,0.91,T,0.64,P,1.0
495605,Benjamin Névert (Ben Névert),15,Internet,3443,General Vloggers,INFJ,7,4w3,2,,0,so/sx,2,,0,,0,,0,,0,,0,I,0.86,N,1.0,F,1.0,J,0.71
496085,Bianca Zennaro,15,Internet,3443,General Vloggers,ENFP,6,7w6,3,IEE,1,so/sp,3,749,2,Sanguine [Dominant],2,ELFV,1,SLUAI,3,,0,E,1.0,N,0.83,F,1.0,P,1.0
497522,Marilu Dobrescu,15,Internet,3443,General Vloggers,ENFJ,9,7w8,4,,0,sx/so,2,784,3,Choleric [Dominant],2,,0,SLUEI,2,,0,E,1.0,N,1.0,F,1.0,J,0.67
498422,Evandro Fuzari (MangáQ),15,Internet,3443,General Vloggers,ENFJ,7,7w8,3,LSE,1,so/sp,1,783,1,Sanguine-Choleric,5,FVLE,1,SCOEN,1,,0,E,1.0,N,0.57,F,0.57,J,0.57
500797,Sanechka Frametamer,15,Internet,3443,General Vloggers,ENFJ,13,3w2,8,EIE,1,so/sx,2,217,1,Sanguine-Phlegmatic,5,VFLE,5,SCOAI,2,,0,E,1.0,N,0.92,F,0.62,J,0.54
501014,Klaudia Tyszkiewicz (Klaudia Cloudy),15,Internet,3443,General Vloggers,ENFP,13,2w1,7,,0,so/sx,2,217,2,Sanguine-Phlegmatic,4,EVLF,1,SCUEI,1,EN(F),1,E,1.0,N,0.92,F,1.0,P,0.77
501278,Faisal ageeli,15,Internet,3443,General Vloggers,ISTJ,5,1w9,1,,0,,0,,0,,0,LFVE,1,,0,,0,I,1.0,S,0.8,T,0.8,J,1.0
501911,Pauleta (Pfut),15,Internet,3443,General Vloggers,ESTP,5,7w8,1,SLE,1,so/sx,1,783,1,Sanguine-Choleric,1,FVLE,1,SCUEN,1,,0,E,1.0,S,1.0,T,1.0,P,1.0
504765,jojodoesmbti,15,Internet,3443,General Vloggers,INFP,5,8w7,4,SLE,1,so/sx,2,837,3,Choleric [Dominant],2,VFEL,2,SLOEI,2,,0,I,0.6,N,0.6,F,0.4,P,0.6
506598,Emily Paulichi,15,Internet,3443,General Vloggers,INFJ,7,9w1,3,ESE,1,sp/sx,2,369,1,Phlegmatic-Melancholic,2,,0,,0,EF(S),1,I,0.86,N,0.57,F,1.0,J,0.86
507928,Radik,15,Internet,3443,General Vloggers,ISTJ,9,9w1,5,SLI,1,so/sp,2,936,4,Phlegmatic-Sanguine,2,FLVE,1,,0,,0,I,1.0,S,1.0,T,0.78,J,1.0
507984,kuertov (куертов),15,Internet,3443,General Vloggers,ISTP,5,3w4,6,,0,sp/so,1,359,1,Phlegmatic-Choleric,4,FVLE,2,SCOEN,2,,0,I,0.8,S,0.8,T,1.0,P,0.6
508305,GAFE423,15,Internet,3443,General Vloggers,ISTJ,15,6w5,9,ESE,2,sp/so,5,612,5,Choleric-Phlegmatic,5,LFVE,2,RCOAN,5,IS(T),1,I,0.8,S,0.8,T,0.93,J,0.93
510363,Umut Danışman,15,Internet,3443,General Vloggers,ENFP,8,6w7,3,ESE,1,,0,629,1,,0,,0,,0,,0,E,1.0,N,0.62,F,0.88,P,0.62
511182,OsterMine (Andrey Oster),15,Internet,3443,General Vloggers,ISFJ,5,,0,,0,,0,,0,Phlegmatic-Sanguine,1,,0,,0,,0,I,0.8,S,1.0,F,0.8,J,0.8
514287,Zenek (Gleb Lisicin / Evgeniy Sladkoedov),15,Internet,3443,General Vloggers,ENFP,6,7w8,3,ESE,2,so/sx,2,728,2,Choleric-Sanguine,2,ELVF,2,RCOAI,1,,0,E,1.0,N,1.0,F,0.83,P,0.83
520598,Alexander Chernov (UncleShurik),15,Internet,3443,General Vloggers,ISTP,5,5w6,2,,0,sp/so,2,594,1,Phlegmatic [Dominant],3,,0,,0,,0,I,0.8,S,1.0,T,1.0,P,0.8
521636,AVAMind,15,Internet,3443,General Vloggers,ISFP,4,4w5,4,ESI,1,sp/sx,1,461,2,Melancholic [Dominant],1,EVFL,1,RLOEI,1,IF(S),1,I,1.0,S,1.0,F,1.0,P,1.0
525598,Víctor Melida Cambra (ByViruZz),15,Internet,3443,General Vloggers,ENTJ,11,3w2,6,LIE,4,so/sp,6,371,5,Choleric-Sanguine,4,FLVE,4,SCOEI,3,ET(N),3,E,1.0,N,0.45,T,0.55,J,0.91
540566,SpinCycleMKV,15,Internet,3443,General Vloggers,INFP,7,4w5,5,IEI,1,so/sx,1,469,1,,0,ELVF,1,RLUAI,1,,0,I,1.0,N,0.86,F,1.0,P,1.0
544534,yeahgoah,15,Internet,3443,General Vloggers,ISFP,5,4w3,3,,0,sp/so,1,,0,,0,,0,,0,,0,I,1.0,S,0.8,F,1.0,P,1.0
545632,Amandako,15,Internet,3443,General Vloggers,ISFJ,11,1w2,6,,0,sp/so,2,163,2,Melancholic [Dominant],1,,0,RCOAI,2,IF(N),2,I,0.64,S,0.73,F,0.82,J,0.82
551451,Jusuf,15,Internet,3443,General Vloggers,INFJ,6,9w1,1,,0,,0,,0,,0,,0,,0,,0,I,0.67,N,0.67,F,0.83,J,0.83
569460,Seungbin,15,Internet,3443,General Vloggers,ENTP,14,7w6,6,,0,so/sx,1,,0,Sanguine [Dominant],1,,0,,0,,0,E,1.0,N,0.79,T,0.43,P,0.86
570005,Onyebabyyy,15,Internet,3443,General Vloggers,ESFP,10,7w6,3,,0,sx/sp,1,738,1,,0,,0,SCUEI,1,,0,E,0.7,S,0.7,F,0.6,P,0.9
570743,Andrey Hestanov (TheDRZJ),15,Internet,3443,General Vloggers,ENTP,5,7w8,1,,0,,0,748,1,Choleric-Phlegmatic,4,,0,SCOEI,1,,0,E,1.0,N,1.0,T,1.0,P,0.8
571807,"Нексюша (Ксения александровна, neksyusha)",15,Internet,3443,General Vloggers,ENFP,7,4w3,3,,0,so/sx,1,974,1,Melancholic [Dominant],1,,0,SLUEI,1,,0,E,1.0,N,0.43,F,0.57,P,1.0
572777,Dalbek,15,Internet,3443,General Vloggers,INTP,15,1w9,11,,0,so/sp,1,513,3,Phlegmatic [Dominant],3,LFEV,1,RCOEN,2,IN(T),2,I,1.0,N,0.87,T,1.0,P,0.67
584237,Raphael PH Santos,15,Internet,3443,General Vloggers,INTJ,17,1w9,8,LII,1,so/sp,3,152,3,Phlegmatic [Dominant],3,,0,SCOAI,2,IN(T),2,I,0.82,N,0.65,T,0.94,J,1.0
586060,Deepvoid,15,Internet,3443,General Vloggers,INTP,30,6w5,6,,0,sp/so,1,694,1,Phlegmatic-Melancholic,1,,0,,0,,0,I,0.97,N,1.0,T,0.83,P,0.87
591450,JJ (gab_omega3),15,Internet,3443,General Vloggers,ISTP,9,5w6,4,ILI,2,sp/sx,3,538,1,Phlegmatic-Melancholic,3,,0,RCOAI,2,,0,I,1.0,S,0.89,T,1.0,P,0.89
597122,Daniel Abraho (danieljogadas),15,Internet,3443,General Vloggers,ISTJ,9,9w1,4,SLI,2,sp/so,4,954,4,Phlegmatic-Melancholic,4,FLEV,2,RLOAN,3,IF(S),3,I,1.0,S,0.67,T,0.44,J,0.56
764561,Ronald Merle McNutt,15,Internet,3443,General Vloggers,ISTP,12,9w8,8,SLI,3,sp/so,4,953,4,Melancholic [Dominant],3,LFEV,3,RCOAI,3,IS(F),3,I,0.92,S,0.83,T,0.83,P,1.0
807010,Criss Martell,15,Internet,3443,General Vloggers,ENTP,18,7w8,12,ILE,1,so/sp,3,739,1,Phlegmatic-Sanguine,4,,0,SLUEI,1,,0,E,1.0,N,0.94,T,0.89,P,1.0
10758,Alonzo Lerone,15,Internet,3443,General Vloggers,ESFP,4,7w8,1,IEE,1,so/sx,1,,0,Sanguine [Dominant],1,,0,,0,,0,E,1.0,S,0.5,F,0.75,P,0.75
84243,Albert Dyrlund (Albert Soap),15,Internet,3443,General Vloggers,ESFP,4,7w8,3,,0,so/sx,2,,0,Sanguine [Dominant],2,,0,,0,,0,E,1.0,S,1.0,F,1.0,P,1.0
95373,Johnnywhatagentleman,15,Internet,3443,General Vloggers,INFP,4,4w5,3,,0,,0,,0,,0,,0,,0,,0,I,1.0,N,1.0,F,1.0,P,1.0
95392,Alyse Allen,15,Internet,3443,General Vloggers,INFP,4,9w1,2,,0,,0,,0,,0,,0,,0,,0,I,1.0,N,1.0,F,1.0,P,0.75
102065,Hiroko Imai (Asian Boss),15,Internet,3443,General Vloggers,ENFJ,4,2w1,1,,0,,0,,0,,0,,0,,0,,0,E,1.0,N,1.0,F,1.0,J,0.75
118012,Daniel John Hardcastle (Nerd³),15,Internet,3443,General Vloggers,ENTP,4,5w6,2,,0,,0,792,1,Sanguine [Dominant],3,,0,,0,,0,E,1.0,N,1.0,T,1.0,P,1.0
125576,Simone Jaques,15,Internet,3443,General Vloggers,ENFP,4,4w5,2,,0,,0,479,1,,0,,0,,0,,0,E,1.0,N,0.75,F,1.0,P,1.0
129589,Pedro HMC,15,Internet,3443,General Vloggers,ESTP,4,7w6,3,,0,,0,,0,,0,,0,,0,,0,E,1.0,S,1.0,T,0.75,P,0.75
134395,Duan Mackenzie,15,Internet,3443,General Vloggers,ENFJ,4,3w2,3,,0,,0,,0,Sanguine [Dominant],1,,0,,0,,0,E,1.0,N,1.0,F,1.0,J,1.0
141254,Ricky Dillon,15,Internet,3443,General Vloggers,ISFJ,5,2w3,2,,0,,0,,0,,0,,0,,0,,0,I,1.0,S,1.0,F,1.0,J,0.8
144283,Fabio Click Time,15,Internet,3443,General Vloggers,INTP,6,5w6,3,LII,2,sp/so,2,584,2,Choleric [Dominant],3,VEFL,1,RLUEN,1,IS(F),1,I,1.0,N,0.83,T,0.83,P,0.67
154173,"Petr ""Pstruh"" Jelínek",15,Internet,3443,General Vloggers,ESTP,4,3w4,1,,0,,0,,0,,0,,0,,0,,0,E,0.75,S,1.0,T,1.0,P,1.0
161345,Ayhan Tarakçı,15,Internet,3443,General Vloggers,ENTP,5,5w6,2,,0,,0,,0,,0,,0,,0,,0,E,0.6,N,1.0,T,1.0,P,1.0
165140,David Campbell (David Bond),15,Internet,3443,General Vloggers,ENTP,9,7w8,6,ILE,1,,0,738,3,Choleric-Melancholic,2,,0,,0,,0,E,0.44,N,0.89,T,1.0,P,0.67
174295,Caroll Crown,15,Internet,3443,General Vloggers,ENFP,2,9w8,3,,0,,0,,0,Sanguine-Choleric,1,,0,,0,,0,E,1.0,N,1.0,F,1.0,P,1.0
184416,Joshua Feuerstein,15,Internet,3443,General Vloggers,ESFJ,4,6w7,1,,0,so/sx,1,,0,,0,,0,,0,,0,E,1.0,S,1.0,F,0.5,J,0.5
184508,Sohwa Halilintar,15,Internet,3443,General Vloggers,ENFP,4,,0,,0,,0,,0,Phlegmatic-Choleric,2,,0,,0,,0,E,0.75,N,1.0,F,1.0,P,1.0
184512,Saaih Halilintar,15,Internet,3443,General Vloggers,ENTP,4,7w8,2,SEE,1,,0,738,2,Sanguine [Dominant],3,,0,,0,,0,E,1.0,N,0.75,T,0.75,P,1.0
190027,Marcelo Hessel,15,Internet,3443,General Vloggers,INTP,7,5w4,2,ILI,1,so/sp,2,548,2,Phlegmatic [Dominant],2,,0,SCUAI,2,,0,I,1.0,N,1.0,T,0.71,P,0.86
190287,Arief Muhammad,15,Internet,3443,General Vloggers,ESTP,4,8w9,1,,0,,0,,0,,0,,0,,0,,0,E,1.0,S,0.75,T,1.0,P,1.0
197521,"Wang Le ""Lele"" (Jabiertzo)",15,Internet,3443,General Vloggers,ISFJ,3,9w1,1,,0,,0,,0,,0,,0,,0,,0,I,1.0,S,1.0,F,1.0,J,0.67
200514,Kim Lianne,15,Internet,3443,General Vloggers,ENFP,4,7w6,1,,0,,0,,0,,0,,0,,0,,0,E,1.0,N,0.5,F,1.0,P,0.75
202423,Seo Herin,15,Internet,3443,General Vloggers,INFP,6,9w1,1,,0,,0,,0,,0,,0,,0,,0,I,0.83,N,0.67,F,1.0,P,1.0
203415,Charlie Zelenoff,15,Internet,3443,General Vloggers,ESTP,3,3w4,2,,0,,0,,0,Choleric-Sanguine,1,,0,,0,,0,E,1.0,S,1.0,T,1.0,P,1.0
206012,Emre Durmuş,15,Internet,3443,General Vloggers,ESTP,7,7w6,3,,0,so/sx,1,741,1,Sanguine-Melancholic,1,,0,SCUAI,1,ES(F),1,E,0.86,S,0.43,T,0.43,P,0.71
210507,Larica Vegana,15,Internet,3443,General Vloggers,ENFP,4,9w8,2,IEE,1,sx/so,1,947,1,Phlegmatic-Sanguine,1,,0,,0,,0,E,1.0,N,1.0,F,1.0,P,1.0
213871,Haeun Kim (Sophie Kim),15,Internet,3443,General Vloggers,ENFP,4,,0,,0,,0,,0,,0,,0,,0,,0,E,0.75,N,1.0,F,1.0,P,1.0
215774,Marcos Dos Anjos,15,Internet,3443,General Vloggers,ESFP,4,3w2,2,,0,,0,,0,Sanguine-Phlegmatic,1,,0,,0,,0,E,0.5,S,1.0,F,1.0,P,1.0
230103,redvelvetsus,15,Internet,3443,General Vloggers,ISTP,5,,0,,0,,0,,0,,0,,0,,0,,0,I,0.8,S,0.8,T,0.8,P,0.8
233737,Mona Al-Alawi,15,Internet,3443,General Vloggers,INFP,6,,0,,0,,0,,0,,0,,0,,0,,0,I,1.0,N,0.83,F,1.0,P,1.0
237568,Giuseppe Bertuccio D'Angelo,15,Internet,3443,General Vloggers,ENFP,7,6w7,2,ESE,1,so/sx,1,,0,Sanguine [Dominant],2,,0,,0,EN(F),1,E,1.0,N,0.71,F,1.0,P,0.71
241238,Uri Burstyn (Helpful Vancouver Vet),15,Internet,3443,General Vloggers,ESFJ,4,9w1,1,ESE,1,so/sx,1,927,1,Sanguine-Phlegmatic,1,EFLV,1,SCOAI,1,,0,E,1.0,S,0.75,F,1.0,J,1.0
243370,Ranz Kyle,15,Internet,3443,General Vloggers,ISTP,4,7w6,1,,0,,0,,0,Phlegmatic-Sanguine,1,,0,,0,,0,I,0.5,S,1.0,T,0.5,P,0.75
244218,Kitti Milkgore (Hanna Wullum),15,Internet,3443,General Vloggers,INFP,5,,0,,0,,0,,0,,0,,0,,0,,0,I,1.0,N,0.6,F,1.0,P,1.0
251995,MegaGlowen,15,Internet,3443,General Vloggers,ENFP,6,7w6,4,,0,sx/so,3,729,3,Sanguine-Melancholic,3,EFVL,1,SCOAI,1,,0,E,1.0,N,1.0,F,1.0,P,1.0
253354,Luke Eich,15,Internet,3443,General Vloggers,ISFP,5,9w8,1,,0,sx/so,1,973,1,,0,,0,,0,,0,I,1.0,S,1.0,F,1.0,P,1.0
254241,MikeJePan,15,Internet,3443,General Vloggers,ESTP,4,8w7,2,SEE,1,,0,,0,,0,,0,,0,,0,E,1.0,S,0.75,T,0.75,P,1.0
254978,Vítor DiCastro,15,Internet,3443,General Vloggers,ESFJ,6,2w3,3,,0,,0,,0,Melancholic-Sanguine,1,,0,SLUAI,1,,0,E,1.0,S,1.0,F,1.0,J,0.67
255693,PK Creedon,15,Internet,3443,General Vloggers,ESFP,4,7w6,2,,0,so/sx,1,729,1,Sanguine [Dominant],1,,0,,0,,0,E,1.0,S,0.75,F,1.0,P,1.0
260436,Dario Priolli (Dario),15,Internet,3443,General Vloggers,ENFP,3,7w6,1,,0,,0,,0,Sanguine-Melancholic,1,,0,,0,,0,E,1.0,N,1.0,F,1.0,P,0.67
262955,DCZ_worldrt RTTV YouTuber,15,Internet,3443,General Vloggers,ENFP,5,7w8,2,,0,,0,,0,,0,,0,,0,,0,E,0.8,N,0.6,F,0.8,P,0.8
274659,Dom Brack,15,Internet,3443,General Vloggers,ESFP,8,3w4,2,,0,,0,,0,,0,,0,,0,,0,E,0.62,S,0.5,F,0.88,P,0.88
276318,Dymitr Błaszczyk (Sprawdzam Jak),15,Internet,3443,General Vloggers,ENFP,7,3w2,3,,0,,0,,0,Sanguine-Choleric,1,,0,,0,ET(S),1,E,1.0,N,0.43,F,0.57,P,0.57
276584,Alan Stokes,15,Internet,3443,General Vloggers,ESFJ,6,3w2,4,,0,,0,,0,Sanguine [Dominant],1,,0,,0,,0,E,1.0,S,1.0,F,0.83,J,0.83
276585,Alex Stokes,15,Internet,3443,General Vloggers,ENFP,7,6w5,3,,0,,0,,0,Sanguine-Phlegmatic,1,,0,,0,,0,E,1.0,N,1.0,F,1.0,P,0.57
279870,Brandon Rashad,15,Internet,3443,General Vloggers,ENFP,4,7w8,3,,0,,0,739,1,Sanguine-Melancholic,1,,0,,0,,0,E,1.0,N,0.75,F,0.75,P,1.0
283729,Jake Wright,15,Internet,3443,General Vloggers,ISTJ,4,1w9,1,,0,sp/so,1,153,1,,0,,0,,0,,0,I,0.75,S,0.75,T,0.5,J,1.0
287030,Louis Weisz,15,Internet,3443,General Vloggers,ENTP,5,7w6,2,ILE,2,so/sp,2,739,2,Sanguine-Phlegmatic,2,VLEF,2,SCOAI,2,EN(T),1,E,1.0,N,1.0,T,1.0,P,1.0
287230,Amiran Sardarov,15,Internet,3443,General Vloggers,ESTP,5,3w2,4,LIE,3,so/sp,1,385,1,Choleric [Dominant],2,,0,SLUEI,1,,0,E,1.0,S,0.6,T,1.0,P,0.6
287754,Braco Gajic,15,Internet,3443,General Vloggers,ENFP,3,6w7,1,,0,,0,,0,Sanguine [Dominant],1,,0,,0,,0,E,1.0,N,1.0,F,1.0,P,1.0
304237,Riglock,15,Internet,3443,General Vloggers,ISTJ,4,6w5,3,,0,sx/sp,1,684,2,Choleric-Melancholic,3,,0,,0,,0,I,0.75,S,1.0,T,1.0,J,0.75
305082,Dara Arafah,15,Internet,3443,General Vloggers,ESFP,4,7w8,1,,0,,0,,0,Sanguine [Dominant],1,,0,SCUEI,1,,0,E,1.0,S,1.0,F,1.0,P,1.0
305542,Crawford Collins,15,Internet,3443,General Vloggers,ISFP,5,9w8,3,SEI,1,so/sx,2,793,2,Phlegmatic-Sanguine,2,FELV,2,SCUAN,2,ES(F),1,I,0.6,S,1.0,F,1.0,P,1.0
315856,Hannah Francis,15,Internet,3443,General Vloggers,ENTP,3,,0,,0,,0,,0,,0,,0,,0,,0,E,1.0,N,1.0,T,0.67,P,1.0
315867,Umut Kapyalı,15,Internet,3443,General Vloggers,ISFP,4,,0,,0,,0,,0,,0,,0,,0,,0,I,1.0,S,0.75,F,1.0,P,1.0
322166,DizzyDizaster,15,Internet,3443,General Vloggers,ENFP,5,7w6,1,,0,,0,,0,,0,,0,,0,,0,E,1.0,N,1.0,F,0.8,P,1.0
322637,Dennis Domian,15,Internet,3443,General Vloggers,INFJ,5,5w4,2,ILI,1,so/sp,2,954,2,Melancholic [Dominant],2,EFVL,1,SCUAI,1,,0,I,1.0,N,1.0,F,1.0,J,1.0
326517,How to Dad (Jordan Watson),15,Internet,3443,General Vloggers,ENTP,6,9w8,2,,0,,0,927,1,,0,,0,,0,,0,E,0.67,N,0.83,T,1.0,P,1.0
327047,Kyra Sivertson (OKbaby),15,Internet,3443,General Vloggers,ESFJ,10,3w2,10,SLE,1,so/sx,1,386,5,,0,,0,,0,,0,E,1.0,S,1.0,F,0.7,J,0.7
330148,Mimi XXL,15,Internet,3443,General Vloggers,ENTJ,4,8w9,5,,0,,0,,0,,0,,0,,0,,0,E,1.0,N,1.0,T,1.0,J,0.75
332173,Clown A4,15,Internet,3443,General Vloggers,ENTP,5,7w8,3,SLE,1,sp/so,1,873,1,Choleric-Sanguine,1,FVLE,1,RLUAI,2,,0,E,1.0,N,1.0,T,0.8,P,1.0
333321,Nino Arial,15,Internet,3443,General Vloggers,ESTJ,5,7w6,1,,0,,0,793,1,,0,,0,,0,,0,E,1.0,S,1.0,T,0.8,J,0.8
334456,Nick Ireland,15,Internet,3443,General Vloggers,ESTP,4,7w6,1,,0,,0,,0,,0,,0,,0,,0,E,0.75,S,1.0,T,0.5,P,1.0
336700,Ondo (온도),15,Internet,3443,General Vloggers,ISFJ,6,2w1,2,,0,,0,,0,,0,,0,,0,,0,I,1.0,S,0.83,F,1.0,J,0.83
345509,Juliette Jahm,15,Internet,3443,General Vloggers,ESFJ,4,,0,,0,,0,,0,,0,,0,,0,,0,E,0.75,S,0.5,F,1.0,J,1.0
346750,Penny Tovar,15,Internet,3443,General Vloggers,ENFP,7,7w6,3,,0,so/sx,1,739,2,Sanguine-Melancholic,1,,0,,0,,0,E,0.86,N,0.57,F,1.0,P,1.0
347542,Rica Perrone,15,Internet,3443,General Vloggers,ESTP,5,8w7,1,,0,sx/so,1,,0,Sanguine-Choleric,2,,0,SLOEI,2,ES(T),1,E,1.0,S,0.6,T,1.0,P,1.0
